iqm_timestamp,job_id,molecule,r,theta,geometry,basis,run_id,parameters,qubits,depth,total_gates,shots,single_qubit_gates,res_r,two_qubit_gates,res_cz,res_move,e_sqd,e_ccsd,e_fci,delta_ccsd,delta_fci,sampling_dim,post_cr_dim,cr_samples_per_batch,sub_space_dim,sym_space_dim,hil_space_dim,postcr_sym_ratio,sub_sym_ratio,sym_hil_ratio,cr_iter,cr_batches,cr_max_davidson_cycles,qpu_runtime
2025-12-05 13:37:06,019aeeba-addb-7512-895b-45c0274a27e4,11,0.85,94.6774193548387,O 0.0 0.0 0.0; H 0.6250667097798402 0.0 0.576013548733886; H -0.6250667097798402 0.0 0.576013548733886,sto3g,1,110,14,827,1157,10000,451,451,706,258,448,-74.94383431296248,-74.943764172884,-74.94383431296939,7.014007847772064e-05,6.906475391588174e-12,5517,405,100000000.0,441,441.0,16384,0.9183673469387756,1.0,0.02691650390625,10,1,200,6.807086999999999
2025-12-05 13:37:31,019aeebb-0b47-7c32-a859-ae8f14338697,12,0.85,95.64516129032258,O 0.0 0.0 0.0; H 0.6299088780296425 0.0 0.5707142940030826; H -0.6299088780296425 0.0 0.5707142940030826,sto3g,1,110,14,848,1184,10000,462,462,722,258,464,-74.94459498689864,-74.94452485538575,-74.94459498690537,7.013151288504105e-05,6.73594513500575e-12,5224,398,100000000.0,441,441.0,16384,0.9024943310657596,1.0,0.02691650390625,10,1,200,6.9234800000000005
2025-12-05 13:38:01,019aeebb-6cfe-7010-b214-605fe187cc63,13,0.85,96.61290322580643,O 0.0 0.0 0.0; H 0.6347061211834412 0.0 0.5653743359335218; H -0.6347061211834412 0.0 0.5653743359335218,sto3g,1,110,14,821,1164,10000,458,458,706,258,448,-74.94525958211675,-74.94518931721356,-74.94525958212311,7.026490318651213e-05,6.366462912410498e-12,5558,410,100000000.0,441,441.0,16384,0.9297052154195012,1.0,0.02691650390625,10,1,200,8.101092999999999
2025-12-05 13:38:26,019aeebb-e502-7ca1-bae8-150520b04bb7,14,0.85,97.58064516129032,O 0.0 0.0 0.0; H 0.6394580971018942 0.0 0.5599940553709696; H -0.6394580971018942 0.0 0.5599940553709696,sto3g,1,110,14,831,1162,10000,452,452,710,258,452,-74.94583016424346,-74.94575963175839,-74.94583016424959,7.053248506849741e-05,6.124878382252064e-12,5375,408,100000000.0,441,441.0,16384,0.9251700680272108,1.0,0.02691650390625,10,1,200,6.9884960000000005
2025-12-05 13:38:49,019aeebc-4964-7321-bc6f-470c39c4d95e,15,0.85,98.5483870967742,O 0.0 0.0 0.0; H 0.6441644668741179 0.0 0.5545738360369911; H -0.6441644668741179 0.0 0.5545738360369911,sto3g,1,110,14,846,1185,10000,463,463,722,258,464,-74.94630876654888,-74.94623783971264,-74.94630876655481,7.09268362442117e-05,5.925926416239236e-12,5310,417,100000000.0,441,441.0,16384,0.9455782312925172,1.0,0.02691650390625,10,1,200,6.701267
2025-12-05 13:39:14,019aeebc-a252-7fd3-a9ee-32b9162efd60,16,0.85,99.51612903225806,O 0.0 0.0 0.0; H 0.6488248948418589 0.0 0.5491140645015848; H -0.6488248948418589 0.0 0.5491140645015848,sto3g,1,110,14,804,1144,10000,450,450,694,258,436,-74.9466973925183,-74.94662595166308,-74.94669739252399,7.144085522270416e-05,5.6843418860808015e-12,5481,416,100000000.0,441,441.0,16384,0.943310657596372,1.0,0.02691650390625,10,1,200,7.1189990000000005
2025-12-05 13:39:40,019aeebd-03f6-73b3-983a-a196beb6a55f,17,0.85,100.48387096774194,O 0.0 0.0 0.0; H 0.6534390486234329 0.0 0.5436151301556118; H -0.6534390486234329 0.0 0.5436151301556118,sto3g,1,110,14,841,1176,10000,458,458,718,258,460,-74.94699801828715,-74.94692595054893,-74.94699801829258,7.206773821621937e-05,5.4285465012071654e-12,5229,410,100000000.0,441,441.0,16384,0.9297052154195012,1.0,0.02691650390625,10,1,200,7.050603
2025-12-05 13:40:04,019aeebd-65d8-70d2-8aea-49b6413515c2,18,0.85,101.4516129032258,O 0.0 0.0 0.0; H 0.6580065991374301 0.0 0.5380774251830245; H -0.6580065991374301 0.0 0.5380774251830245,sto3g,1,110,14,828,1163,10000,455,455,708,258,450,-74.94721259495847,-74.94713979399967,-74.94721259496376,7.280095880446424e-05,5.2864379540551446e-12,5435,415,100000000.0,441,441.0,16384,0.9410430839002268,1.0,0.02691650390625,10,1,200,7.01377
2025-12-05 13:40:28,019aeebd-c2ff-72f1-8cfd-1168f2362910,19,0.85,102.41935483870968,O 0.0 0.0 0.0; H 0.6625272206261854 0.0 0.5325013445328958; H -0.6625272206261854 0.0 0.5325013445328958,sto3g,1,110,14,817,1145,10000,443,443,702,258,444,-74.94734305081711,-74.94726941656666,-74.94734305082224,7.363425045525673e-05,5.1301185521879225e-12,5414,416,100000000.0,441,441.0,16384,0.943310657596372,1.0,0.02691650390625,10,1,200,6.664205
2025-12-05 13:40:50,019aeebe-2278-7c43-b618-fb0920c1ad1f,20,0.85,103.38709677419357,O 0.0 0.0 0.0; H 0.6670005906790114 0.0 0.526887285891252; H -0.6670005906790114 0.0 0.526887285891252,sto3g,1,110,14,826,1158,10000,450,450,708,258,450,-74.94739129345416,-74.94731673188342,-74.94739129345909,7.456157074159364e-05,4.931166586175095e-12,5130,406,100000000.0,441,441.0,16384,0.9206349206349206,1.0,0.02691650390625,10,1,200,6.982393
2025-12-05 13:41:15,019aeebe-7c48-7231-bb65-40d3f231a117,21,0.85,104.35483870967742,O 0.0 0.0 0.0; H 0.6714263902551925 0.0 0.5212356496527092; H -0.6714263902551925 0.0 0.5212356496527092,sto3g,1,110,14,810,1143,10000,451,451,692,250,442,-74.94735921181446,-74.94728363448914,-74.9473592118191,7.55773253189318e-05,4.646949491871055e-12,5334,408,100000000.0,441,441.0,16384,0.9251700680272108,1.0,0.02691650390625,10,1,200,6.596859
2025-12-05 13:41:40,019aeebe-dda0-7a41-b5eb-c67682d48004,22,0.85,105.3225806451613,O 0.0 0.0 0.0; H 0.6758043037067395 0.0 0.5155468388919177; H -0.6758043037067395 0.0 0.5155468388919177,sto3g,1,110,14,807,1147,10000,453,453,694,258,436,-74.94724867817865,-74.94717200301451,-74.94724867818326,7.667516413789599e-05,4.604316927725449e-12,5268,408,100000000.0,441,441.0,16384,0.9251700680272108,1.0,0.02691650390625,10,1,200,7.081093
2025-12-05 13:42:05,019aeebf-39ce-7ce1-9c44-beda53494a1f,23,0.85,106.29032258064515,O 0.0 0.0 0.0; H 0.680134018800901 0.0 0.5098212593348138; H -0.680134018800901 0.0 0.5098212593348138,sto3g,1,110,14,821,1154,10000,454,454,700,256,444,-74.94706155008905,-74.94698369956943,-74.94706155009338,7.785051961661793e-05,4.334310688136611e-12,5207,414,100000000.0,441,441.0,16384,0.9387755102040816,1.0,0.02691650390625,10,1,200,7.058908000000001
2025-12-05 13:42:27,019aeebf-99dc-74d2-ba61-06c6e00aec06,24,0.85,107.25806451612902,O 0.0 0.0 0.0; H 0.684415226742432 0.0 0.504059319329685; H -0.684415226742432 0.0 0.504059319329685,sto3g,1,110,14,840,1183,10000,467,467,716,260,456,-74.94679967222598,-74.94672057454511,-74.94679967223013,7.909768086733493e-05,4.149569576838985e-12,5132,405,100000000.0,441,441.0,16384,0.9183673469387756,1.0,0.02691650390625,10,1,200,6.836132
2025-12-05 13:42:50,019aeebf-f467-7532-bd68-7ea519a6f407,25,0.85,108.2258064516129,O 0.0 0.0 0.0; H 0.6886476221956175 0.0 0.4982614298180445; H -0.6886476221956175 0.0 0.4982614298180445,sto3g,1,110,14,823,1156,10000,452,452,704,258,446,-74.94646487824532,-74.94638446665772,-74.94646487824943,8.041158760363487e-05,4.106937012693379e-12,5163,416,100000000.0,441,441.0,16384,0.943310657596372,1.0,0.02691650390625,10,1,200,6.926636
2025-12-05 13:43:18,019aeec0-5038-7ec0-a24a-e589a3a2ce88,26,0.85,109.19354838709675,O 0.0 0.0 0.0; H 0.6928309033060484 0.0 0.4924280043053248; H -0.6928309033060484 0.0 0.4924280043053248,sto3g,1,110,14,818,1161,10000,459,459,702,258,444,-74.94605899258032,-74.9459772053385,-74.94605899258423,8.178724182528185e-05,3.907985046680551e-12,5375,412,100000000.0,441,441.0,16384,0.9342403628117912,1.0,0.02691650390625,10,1,200,7.019441
2025-12-05 13:43:44,019aeec0-bc6a-75e1-b0c1-6a62bc9a50ca,27,0.85,110.16129032258064,O 0.0 0.0 0.0; H 0.6969647717221502 0.0 0.48655945883138585; H -0.6969647717221502 0.0 0.48655945883138585,sto3g,1,110,14,821,1158,10000,454,454,704,258,446,-74.94558383221339,-74.94550061245243,-74.9455838322172,8.321976095260197e-05,3.808509063674137e-12,5316,410,100000000.0,441,441.0,16384,0.9297052154195012,1.0,0.02691650390625,10,1,200,7.034258
2025-12-05 13:44:07,019aeec1-1e16-71c2-b76c-7adb723e6700,28,0.85,111.12903225806453,O 0.0 0.0 0.0; H 0.7010489326164616 0.0 0.4806562119408421; H -0.7010489326164616 0.0 0.4806562119408421,sto3g,1,110,14,832,1182,10000,470,470,712,260,452,-74.94504120842396,-74.94495650405631,-74.94504120842758,8.470436765151135e-05,3.623767952376511e-12,5241,407,100000000.0,441,441.0,16384,0.9229024943310656,1.0,0.02691650390625,10,1,200,6.685408
2025-12-05 13:44:31,019aeec1-7781-7711-8296-3016a5477a40,29,0.85,112.09677419354838,O 0.0 0.0 0.0; H 0.7050830947066612 0.0 0.4747186846532138; H -0.7050830947066612 0.0 0.4747186846532138,sto3g,1,110,14,821,1158,10000,452,452,706,258,448,-74.9444329285132,-74.94434669213696,-74.94443292851679,8.623637623372815e-05,3.595346242946107e-12,5481,417,100000000.0,441,441.0,16384,0.9455782312925172,1.0,0.02691650390625,10,1,200,7.046981
2025-12-05 13:45:04,019aeec1-d938-7b81-845f-2a1ab584689d,30,0.85,113.06451612903226,O 0.0 0.0 0.0; H 0.7090669702763418 0.0 0.4687473004328979; H -0.7090669702763418 0.0 0.4687473004328979,sto3g,1,110,14,823,1168,10000,464,464,704,258,446,-74.94376079751022,-74.9436729863277,-74.94376079751369,8.78111825244332e-05,3.467448550509289e-12,5538,410,100000000.0,441,441.0,16384,0.9297052154195012,1.0,0.02691650390625,10,1,200,7.410725999999999
2025-12-05 13:45:28,019aeec2-591c-73e1-9391-4ddb894d42ee,31,0.85,114.03225806451611,O 0.0 0.0 0.0; H 0.7130002751955304 0.0 0.4627424851589681; H -0.7130002751955304 0.0 0.4627424851589681,sto3g,1,110,14,831,1172,10000,458,458,714,258,456,-74.94302661985947,-74.94293719560666,-74.94302661986288,8.942425280622501e-05,3.410605131648481e-12,5444,406,100000000.0,441,441.0,16384,0.9206349206349206,1.0,0.02691650390625,10,1,200,7.094308
2025-12-05 13:45:52,019aeec2-b7f6-7b13-a25b-89b73af02556,32,0.85,115.0,O 0.0 0.0 0.0; H 0.7168827289409528 0.0 0.4567046670948003; H -0.7168827289409528 0.0 0.4567046670948003,sto3g,1,110,14,830,1175,10000,465,465,710,258,452,-74.94223220109271,-74.94214112997707,-74.94223220109605,9.107111563366745e-05,3.339550858072471e-12,5233,409,100000000.0,441,441.0,16384,0.927437641723356,1.0,0.02691650390625,10,1,200,6.978902
2025-12-05 13:46:17,019aeec3-18da-77a2-a48d-3bf53acd48d2,33,0.8612903225806451,85.0,O 0.0 0.0 0.0; H 0.581879307849617 0.0 0.6350098352525906; H -0.581879307849617 0.0 0.6350098352525906,sto3g,1,110,14,818,1161,10000,457,457,704,258,446,-74.94248351242317,-74.94239958529829,-74.94248351243604,8.392712487648168e-05,1.2875034371973015e-11,5203,413,100000000.0,441,441.0,16384,0.9365079365079364,1.0,0.02691650390625,10,1,200,6.710959999999999
2025-12-05 13:46:42,019aeec3-787e-7523-b3aa-c148e7fcede8,34,0.8612903225806451,85.96774193548387,O 0.0 0.0 0.0; H 0.5872212422297609 0.0 0.6300731961012213; H -0.5872212422297609 0.0 0.6300731961012213,sto3g,1,110,14,807,1148,10000,450,450,698,258,440,-74.94426362164364,-74.94418178897064,-74.94426362165605,8.18326730041008e-05,1.240607616637135e-11,5322,417,100000000.0,441,441.0,16384,0.9455782312925172,1.0,0.02691650390625,10,1,200,6.882204
2025-12-05 13:47:06,019aeec3-d538-7a00-8eb6-d5fa34b4b81c,35,0.8612903225806451,86.93548387096774,O 0.0 0.0 0.0; H 0.5925212959957359 0.0 0.6250916201346849; H -0.5925212959957359 0.0 0.6250916201346849,sto3g,1,110,14,817,1152,10000,450,450,702,258,444,-74.94592620284396,-74.94584620525777,-74.94592620285587,7.999758619803288e-05,1.1908696251339279e-11,5243,404,100000000.0,441,441.0,16384,0.9160997732426304,1.0,0.02691650390625,10,1,200,6.779158
2025-12-05 13:47:28,019aeec4-33fb-7412-8ee7-4c4eb809b9fd,36,0.8612903225806451,87.90322580645162,O 0.0 0.0 0.0; H 0.5977790911477505 0.0 0.6200654626389387; H -0.5977790911477505 0.0 0.6200654626389387,sto3g,1,110,14,833,1174,10000,462,462,712,258,454,-74.947473729282,-74.94739532044386,-74.94747372929348,7.840883813514665e-05,1.148237060988322e-11,5105,400,100000000.0,441,441.0,16384,0.90702947845805,1.0,0.02691650390625,10,1,200,6.769455000000001
2025-12-05 13:47:52,019aeec4-8f06-7d23-9b3a-3f57cef0dbff,37,0.8612903225806451,88.87096774193549,O 0.0 0.0 0.0; H 0.6029942526998981 0.0 0.6149950820794936; H -0.6029942526998981 0.0 0.6149950820794936,sto3g,1,110,14,832,1174,10000,462,462,712,258,454,-74.94890860758527,-74.948831553616,-74.94890860759638,7.705396926382946e-05,1.1112888387287969e-11,5167,406,100000000.0,441,441.0,16384,0.9206349206349206,1.0,0.02691650390625,10,1,200,6.718206
2025-12-05 13:48:18,019aeec4-eb9e-76c0-bc83-1d051a9b8999,38,0.8612903225806451,89.83870967741936,O 0.0 0.0 0.0; H 0.6081664087068995 0.0 0.6098808400758495; H -0.6081664087068995 0.0 0.6098808400758495,sto3g,1,110,14,828,1171,10000,461,461,710,258,452,-74.95023318278102,-74.95015726170233,-74.95023318279166,7.59210786895892e-05,1.0643930181686299e-11,5430,405,100000000.0,441,441.0,16384,0.9183673469387756,1.0,0.02691650390625,10,1,200,7.037459
2025-12-05 13:48:42,019aeec5-4c1c-7423-bfe9-ae9800b1ac6d,39,0.8612903225806451,90.80645161290325,O 0.0 0.0 0.0; H 0.6132951902906308 0.0 0.6047231013757045; H -0.6132951902906308 0.0 0.6047231013757045,sto3g,1,110,14,818,1155,10000,451,451,704,258,446,-74.95144974292583,-74.9513747441146,-74.95144974293606,7.499881122896568e-05,1.0231815394945444e-11,5283,405,100000000.0,441,441.0,16384,0.9183673469387756,1.0,0.02691650390625,10,1,200,6.686022
2025-12-05 13:49:05,019aeec5-a853-77b1-8b02-78cedba252bb,40,0.8612903225806451,91.7741935483871,O 0.0 0.0 0.0; H 0.6183802316664317 0.0 0.5995222338289397; H -0.6183802316664317 0.0 0.5995222338289397,sto3g,1,110,14,803,1137,10000,447,447,690,258,432,-74.9525605233735,-74.95248624705667,-74.95256052338326,7.427631683754043e-05,9.748646334628576e-12,5351,413,100000000.0,441,441.0,16384,0.9365079365079364,1.0,0.02691650390625,10,1,200,7.076129
2025-12-05 13:49:28,019aeec6-0887-75b2-8851-83f9c0c6c7a2,41,0.8612903225806451,92.74193548387098,O 0.0 0.0 0.0; H 0.623421170169193 0.0 0.5942786083613862; H -0.623421170169193 0.0 0.5942786083613862,sto3g,1,110,14,829,1166,10000,456,456,710,258,452,-74.95356771071381,-74.95349396737855,-74.95356771072336,7.374333526399823e-05,9.549694368615746e-12,5236,417,100000000.0,441,441.0,16384,0.9455782312925172,1.0,0.02691650390625,10,1,200,6.470197
2025-12-05 13:49:51,019aeec6-613e-7df0-8021-ac6376342e53,42,0.8612903225806451,93.70967741935485,O 0.0 0.0 0.0; H 0.628417646279222 0.0 0.5889925989483691; H -0.628417646279222 0.0 0.5889925989483691,sto3g,1,110,14,810,1146,10000,450,450,696,258,438,-74.95447344641997,-74.9544000564041,-74.95447344642915,7.339001587070015e-05,9.180212146020494e-12,5067,405,100000000.0,441,441.0,16384,0.9183673469387756,1.0,0.02691650390625,10,1,200,6.908436
2025-12-05 13:50:16,019aeec6-bf12-7913-a436-88f56a3e393a,43,0.8612903225806451,94.6774193548387,O 0.0 0.0 0.0; H 0.6333693036478837 0.0 0.5836645825880362; H -0.6333693036478837 0.0 0.5836645825880362,sto3g,1,110,14,835,1166,10000,452,452,714,258,456,-74.9552798302288,-74.9552066232243,-74.95527983023753,7.320700450463846e-05,8.72546479513403e-12,5144,399,100000000.0,441,441.0,16384,0.9047619047619048,1.0,0.02691650390625,10,1,200,6.734522
2025-12-05 13:50:39,019aeec7-16f4-7932-af19-8571ca62e731,44,0.8612903225806451,95.64516129032258,O 0.0 0.0 0.0; H 0.6382757891230153 0.0 0.5782949392744707; H -0.6382757891230153 0.0 0.5782949392744707,sto3g,1,110,14,825,1156,10000,450,450,706,258,448,-74.9559889232883,-74.95591573789582,-74.95598892329683,7.318539248046818e-05,8.526512829121202e-12,5376,397,100000000.0,441,441.0,16384,0.9002267573696145,1.0,0.02691650390625,10,1,200,6.795184
2025-12-05 13:51:03,019aeec7-72fe-7ea1-a45c-1af648ade8db,45,0.8612903225806451,96.61290322580643,O 0.0 0.0 0.0; H 0.6431367527741131 0.0 0.5728840519705894; H -0.6431367527741131 0.0 0.5728840519705894,sto3g,1,110,14,829,1171,10000,461,461,710,258,452,-74.95660275109708,-74.9565294344041,-74.95660275110521,7.331669297627741e-05,8.128608897095546e-12,5228,408,100000000.0,441,441.0,16384,0.9251700680272108,1.0,0.02691650390625,10,1,200,6.594316
2025-12-05 13:51:28,019aeec7-d71a-7a00-acf6-0d14254654a7,46,0.8612903225806451,97.58064516129032,O 0.0 0.0 0.0; H 0.6479518479172893 0.0 0.5674323065808305; H -0.6479518479172893 0.0 0.5674323065808305,sto3g,1,110,14,826,1171,10000,463,463,708,258,450,-74.95712330625744,-74.95704971344175,-74.95712330626522,7.359281569563336e-05,7.773337529215496e-12,5276,410,100000000.0,441,441.0,16384,0.9297052154195012,1.0,0.02691650390625,10,1,200,6.71657
2025-12-05 13:51:54,019aeec8-399c-7162-94a1-8f65ccef8b8c,47,0.8612903225806451,98.5483870967742,O 0.0 0.0 0.0; H 0.652720731139998 0.0 0.5619400919236305; H -0.652720731139998 0.0 0.5619400919236305,sto3g,1,110,14,815,1153,10000,451,451,702,258,444,-74.95755255106862,-74.9574785450259,-74.95755255107616,7.400604272334022e-05,7.545963853772264e-12,5456,411,100000000.0,441,441.0,16384,0.9319727891156464,1.0,0.02691650390625,10,1,200,6.625064
2025-12-05 13:52:18,019aeec8-963c-7830-aa0a-36f70daa3992,48,0.8612903225806451,99.51612903225806,O 0.0 0.0 0.0; H 0.6574430623255269 0.0 0.5564077997036931; H -0.6574430623255269 0.0 0.5564077997036931,sto3g,1,110,14,827,1164,10000,456,456,708,258,450,-74.95789241997812,-74.95781787097354,-74.95789241998524,7.45490045801489e-05,7.119638212316204e-12,5226,420,100000000.0,441,441.0,16384,0.9523809523809524,1.0,0.02691650390625,10,1,200,6.767543
2025-12-05 13:52:42,019aeec8-fb5c-7af0-9480-9850f3b547bf,49,0.8612903225806451,100.48387096774194,O 0.0 0.0 0.0; H 0.6621185046772545 0.0 0.5508358244840544; H -0.6621185046772545 0.0 0.5508358244840544,sto3g,1,110,14,832,1169,10000,459,459,710,258,452,-74.9581448219083,-74.95806960725345,-74.95814482191524,7.521465485638146e-05,6.934897101018578e-12,5091,413,100000000.0,441,441.0,16384,0.9365079365079364,1.0,0.02691650390625,10,1,200,6.598014
2025-12-05 13:53:06,019aeec9-5751-7541-b43e-9fa748d6f9e8,50,0.8612903225806451,101.4516129032258,O 0.0 0.0 0.0; H 0.666746724742671 0.0 0.5452245636579413; H -0.666746724742671 0.0 0.5452245636579413,sto3g,1,110,14,843,1185,10000,465,465,720,260,460,-74.95831164247944,-74.95823564623213,-74.95831164248621,7.599624731824406e-05,6.764366844436154e-12,5060,408,100000000.0,441,441.0,16384,0.9251700680272108,1.0,0.02691650390625,10,1,200,6.79243
2025-12-05 13:53:32,019aeec9-b930-7db2-a64a-7aac8eb34d00,51,0.8612903225806451,102.41935483870968,O 0.0 0.0 0.0; H 0.6713273924371593 0.0 0.5395744174204294; H -0.6713273924371593 0.0 0.5395744174204294,sto3g,1,110,14,817,1156,10000,456,456,700,258,442,-74.9583947461386,-74.95831785882187,-74.9583947461451,7.688731672317317e-05,6.508571459562518e-12,5236,411,100000000.0,441,441.0,16384,0.9319727891156464,1.0,0.02691650390625,10,1,200,6.843143
2025-12-05 13:53:55,019aeeca-17ce-7703-af5a-4cbff5e8cc93,52,0.8612903225806451,103.38709677419357,O 0.0 0.0 0.0; H 0.6758601810675371 0.0 0.5338857887399023; H -0.6758601810675371 0.0 0.5338857887399023,sto3g,1,110,14,824,1164,10000,458,458,706,258,448,-74.95839597821134,-74.95831809657365,-74.95839597821754,7.7881637693622e-05,6.195932655828074e-12,5044,412,100000000.0,441,441.0,16384,0.9342403628117912,1.0,0.02691650390625,10,1,200,6.565942
2025-12-05 13:54:22,019aeeca-7352-7a42-ad75-ed4fdad2c637,53,0.8612903225806451,104.35483870967742,O 0.0 0.0 0.0; H 0.6803447673553563 0.0 0.5281590833293106; H -0.6803447673553563 0.0 0.5281590833293106,sto3g,1,110,14,827,1167,10000,459,459,708,258,450,-74.95831716688707,-74.95823819350105,-74.9583171668931,7.897338602447235e-05,6.0254023992456496e-12,5076,417,100000000.0,441,441.0,16384,0.9455782312925172,1.0,0.02691650390625,10,1,200,6.63603
2025-12-05 13:54:45,019aeeca-ddff-7872-8138-d080078cb0b5,54,0.8612903225806451,105.3225806451613,O 0.0 0.0 0.0; H 0.6847808314599599 0.0 0.5223947096172372; H -0.6847808314599599 0.0 0.5223947096172372,sto3g,1,110,14,816,1156,10000,454,454,702,258,444,-74.95816012514872,-74.95807996898606,-74.95816012515463,8.015616266732195e-05,5.9117155615240335e-12,4820,414,100000000.0,441,441.0,16384,0.9387755102040816,1.0,0.02691650390625,10,1,200,6.788232
